Designator,Mid X,Mid Y,Layer,Rotation
C1,134.69,-46.235,bottom,90
C2,131.55,-46.275,bottom,-90
C3,137.82,-46.24,bottom,-90
C4,140.88,-46.32,bottom,-90
C5,143.94,-46.21,bottom,-90
C6,151.39,-28.75,bottom,180
C7,151.39,-31.75,bottom,180
C8,151.39,-34.75,bottom,180
C9,151.39,-37.75,bottom,180
R1,151.39,-40.75,bottom,180
U1,122.57,-38.4625,bottom,-90
D1,132.68,-54.78,bottom,0
D5,140.175,-54.81,bottom,0
